customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_tickets,usage_hours,last_payment_days_ago,is_autopay,discount_used,churn
CUST_720,67,70,42.07,4031.73,Two year,UPI,DSL,2,70.36,9,0,0,0
CUST_721,45,55,35.84,3860.56,Month-to-month,Bank Transfer,No,6,59.79,27,1,1,1
CUST_722,37,33,26.22,7221.89,Month-to-month,Credit Card,Fiber Optic,7,92.1,7,1,1,0
CUST_723,45,62,102.27,374.45,Month-to-month,Cash,Fiber Optic,0,63.17,6,1,1,1
CUST_724,25,23,51.14,2627.05,One year,Credit Card,No,3,87.98,33,1,0,0
CUST_725,58,15,60.17,4813.6,Month-to-month,Credit Card,Fiber Optic,2,59.11,21,1,0,0
CUST_726,56,27,70.28,4877.93,Month-to-month,Cash,Fiber Optic,2,33.64,38,1,0,0
CUST_727,18,64,103.95,3893.0,One year,Bank Transfer,Fiber Optic,7,53.7,44,1,0,1
CUST_728,20,51,85.08,6543.76,Two year,Cash,Fiber Optic,3,9.55,17,1,0,0
CUST_729,30,53,81.51,595.51,Month-to-month,UPI,DSL,7,23.79,31,0,0,1
CUST_730,45,51,37.57,6542.35,One year,Bank Transfer,Fiber Optic,2,76.86,37,1,0,0
CUST_731,66,47,71.32,4008.56,One year,Credit Card,DSL,4,66.49,11,1,0,0
CUST_732,42,4,91.54,1156.71,One year,Cash,Fiber Optic,7,17.49,28,1,0,1
CUST_733,50,7,117.33,7097.05,Month-to-month,UPI,No,2,44.36,5,1,0,0
CUST_734,55,35,40.14,5228.91,Two year,Cash,DSL,3,15.06,12,0,0,0
CUST_735,23,48,20.95,1392.01,Month-to-month,Bank Transfer,DSL,2,85.73,3,1,0,0
CUST_736,61,45,27.53,365.83,Month-to-month,UPI,DSL,7,11.81,41,0,0,1
CUST_737,62,19,57.59,1214.77,Month-to-month,Credit Card,Fiber Optic,6,65.77,38,0,1,1
CUST_738,49,63,102.05,4909.5,One year,Bank Transfer,No,3,61.09,2,1,1,0
CUST_739,62,38,20.71,1516.44,Month-to-month,UPI,Fiber Optic,1,47.8,26,0,0,1
CUST_740,64,67,65.67,1883.53,Month-to-month,Bank Transfer,DSL,3,28.55,2,1,1,0
CUST_741,38,59,52.92,298.6,One year,Credit Card,Fiber Optic,2,40.99,12,0,0,0
CUST_742,33,69,25.25,5811.15,Two year,UPI,Fiber Optic,3,80.83,40,1,0,0
CUST_743,38,13,65.02,6501.88,One year,Cash,Fiber Optic,0,76.39,2,1,0,0
CUST_744,28,47,45.47,6395.1,Month-to-month,Cash,Fiber Optic,3,74.14,41,0,1,0
CUST_745,54,61,55.19,1107.79,Month-to-month,Credit Card,DSL,3,75.23,16,0,0,0
CUST_746,53,31,90.56,7236.08,One year,UPI,Fiber Optic,7,15.24,30,1,0,1
CUST_747,52,22,72.16,5411.0,Month-to-month,Credit Card,DSL,0,10.81,36,0,0,1
CUST_748,36,43,32.46,7190.48,One year,Credit Card,DSL,0,86.29,4,0,1,0
CUST_749,37,67,116.14,3632.57,Month-to-month,Bank Transfer,No,0,83.88,11,1,0,0
CUST_750,35,54,83.59,3551.94,Two year,Cash,Fiber Optic,5,68.45,24,0,0,1
CUST_751,64,10,96.59,6297.84,Month-to-month,Credit Card,DSL,4,60.98,18,1,0,1
CUST_752,58,42,27.92,837.05,Month-to-month,Bank Transfer,No,5,37.32,27,1,1,1
CUST_753,66,64,24.71,4214.9,Two year,Credit Card,Fiber Optic,3,23.18,37,0,0,0
CUST_754,31,21,21.94,6707.44,Month-to-month,Credit Card,DSL,5,67.1,2,0,0,1
CUST_755,32,66,38.88,6658.52,Month-to-month,Credit Card,Fiber Optic,7,91.39,15,0,0,0
CUST_756,48,41,61.44,7653.45,Two year,Cash,No,5,44.26,11,1,0,0
CUST_757,18,24,113.58,5616.35,Month-to-month,UPI,Fiber Optic,0,31.02,27,0,0,0
CUST_758,20,35,65.71,1741.39,Month-to-month,Cash,DSL,0,27.8,23,0,0,0
CUST_759,33,56,49.03,260.21,Month-to-month,Bank Transfer,Fiber Optic,1,3.35,35,0,1,0
CUST_760,40,30,76.19,3887.38,Month-to-month,UPI,Fiber Optic,5,52.51,30,0,1,0
CUST_761,28,57,31.19,4158.26,Month-to-month,Bank Transfer,Fiber Optic,4,98.84,24,1,1,0
CUST_762,29,47,80.95,1998.07,One year,Credit Card,DSL,7,81.71,19,0,1,1
CUST_763,27,35,76.84,1085.11,One year,UPI,Fiber Optic,7,89.85,29,0,0,1
CUST_764,49,19,99.2,4731.04,Month-to-month,Bank Transfer,DSL,7,62.5,13,0,1,1
CUST_765,33,8,118.67,6137.62,Month-to-month,Credit Card,Fiber Optic,3,48.66,23,0,1,0
CUST_766,25,26,45.09,7945.92,Two year,Bank Transfer,No,6,99.06,12,0,0,0
CUST_767,55,71,70.97,6090.59,Two year,Bank Transfer,DSL,7,45.27,41,0,0,0
CUST_768,29,30,110.89,6369.7,Month-to-month,Cash,DSL,6,91.77,29,0,0,1
CUST_769,41,7,98.52,4970.04,Two year,Credit Card,Fiber Optic,2,76.42,6,1,0,0
CUST_770,45,67,68.74,7888.79,One year,Cash,Fiber Optic,4,33.77,23,0,0,1
CUST_771,25,65,114.54,5155.66,Month-to-month,UPI,DSL,4,50.8,31,1,1,0
CUST_772,45,36,25.72,6896.0,Month-to-month,Credit Card,Fiber Optic,1,39.05,21,0,1,0
CUST_773,53,25,113.1,7571.7,Month-to-month,Cash,No,3,14.49,24,1,0,1
CUST_774,43,37,25.05,7445.88,Two year,Cash,Fiber Optic,3,36.32,8,0,0,0
CUST_775,25,1,74.73,3113.18,One year,UPI,Fiber Optic,0,89.01,44,1,0,0
CUST_776,67,15,109.04,721.43,One year,Bank Transfer,Fiber Optic,0,75.51,9,1,0,0
CUST_777,45,37,46.27,1457.8,Month-to-month,Bank Transfer,No,4,28.48,22,0,0,1
CUST_778,45,13,67.22,567.86,One year,Bank Transfer,DSL,1,37.42,4,0,1,0
CUST_779,54,8,52.43,932.64,One year,UPI,DSL,3,62.03,13,1,1,0
CUST_780,58,5,115.21,1558.74,Two year,Cash,Fiber Optic,1,42.2,34,1,0,0
CUST_781,53,60,102.36,2794.65,Month-to-month,Credit Card,Fiber Optic,2,50.8,3,0,0,1
CUST_782,44,1,90.9,4393.96,One year,UPI,No,6,70.12,37,1,0,1
CUST_783,34,36,78.76,5722.29,Month-to-month,Bank Transfer,DSL,3,47.26,28,0,0,0
CUST_784,26,35,102.06,1766.33,One year,Bank Transfer,Fiber Optic,0,19.91,26,0,0,1
CUST_785,50,66,59.23,5412.93,One year,Credit Card,Fiber Optic,4,52.54,34,0,1,1
CUST_786,37,63,64.76,5663.65,Month-to-month,UPI,Fiber Optic,1,36.26,15,0,1,0
CUST_787,30,23,93.0,4513.12,One year,Bank Transfer,Fiber Optic,6,29.78,8,0,1,0
CUST_788,45,9,55.78,7238.58,Month-to-month,UPI,DSL,6,33.48,35,0,1,1
CUST_789,65,34,26.39,976.86,Two year,Cash,DSL,7,44.46,24,1,1,0
CUST_790,46,46,27.43,1499.26,Month-to-month,UPI,No,6,88.77,37,1,1,1
CUST_791,30,4,31.54,3486.45,One year,Cash,Fiber Optic,0,73.67,4,0,1,0
CUST_792,63,30,106.97,1101.03,Two year,Credit Card,DSL,4,67.12,12,1,0,0
CUST_793,52,3,67.22,4573.74,Month-to-month,Cash,Fiber Optic,0,47.65,19,0,0,1
CUST_794,23,14,91.29,3247.36,Month-to-month,Cash,No,3,1.18,15,0,0,1
CUST_795,35,60,59.29,2348.31,Month-to-month,Credit Card,Fiber Optic,1,34.71,30,1,0,0
CUST_796,68,45,45.87,1442.92,Month-to-month,Bank Transfer,DSL,2,81.51,37,1,1,0
CUST_797,22,34,54.72,2749.17,One year,Credit Card,Fiber Optic,7,39.43,12,1,0,0
CUST_798,64,45,99.42,4902.88,One year,UPI,Fiber Optic,5,56.82,19,0,0,1
CUST_799,42,61,82.52,4648.7,Two year,Credit Card,DSL,7,21.27,34,0,0,0
CUST_800,19,16,113.76,1392.63,Two year,UPI,DSL,6,91.67,7,1,0,1
CUST_801,27,66,87.97,1086.87,Month-to-month,Bank Transfer,Fiber Optic,0,92.39,28,0,0,1
CUST_802,47,40,77.02,310.75,One year,UPI,Fiber Optic,5,15.46,28,0,0,1
CUST_803,67,17,81.02,198.16,Two year,Credit Card,DSL,1,72.69,29,1,0,0
CUST_804,62,34,114.24,7050.5,Month-to-month,Credit Card,DSL,3,8.45,37,0,0,1
CUST_805,22,16,98.82,456.2,Month-to-month,Bank Transfer,DSL,7,60.26,20,0,0,1
CUST_806,50,60,22.4,5876.65,Month-to-month,Credit Card,DSL,0,18.69,11,0,0,1
CUST_807,18,66,73.41,6988.68,Two year,Bank Transfer,DSL,3,15.42,39,0,1,1
CUST_808,35,66,88.83,874.66,One year,Bank Transfer,Fiber Optic,2,1.41,42,0,0,1
CUST_809,49,13,94.87,3546.78,One year,Credit Card,Fiber Optic,6,94.14,23,1,0,0
CUST_810,64,56,41.31,7702.19,Month-to-month,Cash,Fiber Optic,2,83.1,20,0,0,0
CUST_811,66,31,106.72,6689.7,Two year,UPI,Fiber Optic,6,8.67,20,1,0,1
CUST_812,28,34,115.58,3968.66,Month-to-month,Cash,DSL,4,60.34,11,0,0,1
CUST_813,38,39,43.67,6124.31,One year,Bank Transfer,Fiber Optic,4,24.06,2,1,1,0
CUST_814,43,67,108.26,6683.68,Month-to-month,UPI,DSL,4,27.14,13,0,0,0
CUST_815,42,8,29.7,2849.41,Month-to-month,Cash,DSL,3,87.54,13,0,0,1
CUST_816,39,55,25.57,7148.01,One year,Credit Card,DSL,4,12.32,41,0,1,0
CUST_817,44,27,32.92,3816.74,Two year,Cash,No,1,60.55,15,0,1,0
CUST_818,66,53,25.77,4269.68,Month-to-month,UPI,DSL,5,40.72,31,1,0,1
CUST_819,30,39,104.5,7997.69,Month-to-month,UPI,No,5,19.89,23,0,1,1
CUST_820,50,65,25.91,6762.09,Month-to-month,UPI,Fiber Optic,3,45.74,22,1,1,0
CUST_821,51,17,47.17,2957.98,Month-to-month,UPI,Fiber Optic,3,94.11,16,0,0,0
CUST_822,58,30,30.38,181.73,Month-to-month,Cash,Fiber Optic,4,78.38,42,1,1,1
CUST_823,52,53,49.54,5046.78,One year,Credit Card,DSL,6,14.08,29,1,0,1
CUST_824,18,13,29.06,5660.92,Two year,Credit Card,DSL,5,85.09,20,0,0,1
CUST_825,38,21,86.8,5241.34,Month-to-month,UPI,No,7,93.81,28,1,1,1
CUST_826,65,19,33.33,7746.11,One year,Credit Card,Fiber Optic,5,28.42,27,1,0,1
CUST_827,23,53,105.18,6917.47,Month-to-month,Cash,DSL,4,34.01,44,1,1,1
CUST_828,45,19,101.72,3645.77,Month-to-month,Credit Card,DSL,3,13.5,29,0,1,1
CUST_829,34,57,21.37,596.57,Month-to-month,Bank Transfer,No,2,35.15,5,1,1,0
CUST_830,22,25,109.57,3860.86,One year,Credit Card,No,6,67.64,42,1,0,0
CUST_831,48,31,22.89,5545.03,Month-to-month,UPI,Fiber Optic,7,27.94,38,1,0,1
CUST_832,22,55,43.96,4900.91,Month-to-month,Credit Card,DSL,2,1.68,38,1,1,1
CUST_833,55,23,23.24,4351.28,Month-to-month,Credit Card,Fiber Optic,4,34.52,44,1,0,1
CUST_834,20,32,53.58,3803.67,Month-to-month,Credit Card,DSL,2,45.86,2,1,0,0
CUST_835,40,62,71.39,2420.72,Month-to-month,Credit Card,Fiber Optic,1,57.07,20,1,1,0
CUST_836,54,10,99.66,2291.04,Two year,Bank Transfer,Fiber Optic,1,68.7,43,0,0,1
CUST_837,54,54,53.8,4051.83,One year,Cash,Fiber Optic,1,7.12,13,1,0,0
CUST_838,27,52,90.55,1368.76,Two year,UPI,Fiber Optic,3,47.51,26,0,0,0
CUST_839,27,20,38.75,2791.41,Month-to-month,UPI,No,3,27.37,35,0,0,0
CUST_840,36,32,95.06,2659.44,Month-to-month,Credit Card,Fiber Optic,3,94.85,8,1,0,0
CUST_841,34,14,43.6,4738.35,Month-to-month,Cash,Fiber Optic,3,36.63,28,1,0,0
CUST_842,38,50,34.35,626.79,Month-to-month,Credit Card,DSL,3,10.91,41,1,0,0
CUST_843,31,28,38.54,6654.38,One year,Bank Transfer,DSL,4,5.11,15,1,1,1
CUST_844,26,53,38.21,4542.79,Month-to-month,Cash,DSL,7,27.28,8,0,0,1
CUST_845,63,24,71.29,5399.53,Month-to-month,Cash,Fiber Optic,2,18.71,11,1,0,0
CUST_846,18,22,104.48,5654.44,One year,Cash,Fiber Optic,4,65.33,29,0,0,0
CUST_847,68,30,27.96,2402.72,Month-to-month,Cash,DSL,7,84.85,5,1,0,0
CUST_848,62,63,90.7,3815.94,Two year,Credit Card,DSL,2,31.94,7,1,1,0
CUST_849,30,4,85.43,7654.34,Month-to-month,Bank Transfer,DSL,4,58.2,18,0,0,1
CUST_850,21,59,107.25,6156.97,One year,Cash,Fiber Optic,1,73.3,28,0,0,0
CUST_851,18,8,44.41,7759.5,Month-to-month,UPI,Fiber Optic,0,40.45,12,0,0,1
CUST_852,66,12,65.01,5995.41,Two year,UPI,Fiber Optic,3,7.57,12,1,0,0
CUST_853,57,31,112.58,1487.24,Month-to-month,Bank Transfer,Fiber Optic,0,23.69,36,0,1,0
CUST_854,49,34,86.0,609.83,One year,UPI,Fiber Optic,0,88.42,29,0,1,0
CUST_855,51,49,58.88,4663.53,Month-to-month,Credit Card,Fiber Optic,1,82.62,11,1,0,0
CUST_856,45,57,33.14,2926.72,One year,Credit Card,DSL,0,9.57,6,1,1,0
CUST_857,48,26,46.25,2276.12,Month-to-month,Bank Transfer,Fiber Optic,0,23.17,21,0,0,0
CUST_858,25,18,78.12,6476.97,Month-to-month,Cash,Fiber Optic,1,77.15,10,1,1,0
CUST_859,56,38,91.82,2999.25,Two year,UPI,DSL,7,49.1,32,0,0,1
CUST_860,43,50,32.44,2604.31,Two year,UPI,No,2,76.24,33,0,0,0
CUST_861,51,8,79.96,6814.9,Month-to-month,Bank Transfer,Fiber Optic,4,21.9,17,0,0,1
CUST_862,20,41,75.04,6785.67,Two year,Bank Transfer,Fiber Optic,5,95.32,3,1,1,0
CUST_863,67,6,71.4,2915.3,Month-to-month,UPI,Fiber Optic,0,78.58,43,0,1,1
CUST_864,29,69,89.01,6676.74,Two year,Cash,DSL,7,20.55,18,0,0,1
CUST_865,18,44,103.74,6821.15,One year,Bank Transfer,DSL,3,56.29,10,0,0,0
CUST_866,61,64,52.3,3449.05,Month-to-month,Credit Card,Fiber Optic,1,12.2,41,1,1,1
CUST_867,22,29,108.9,625.14,Two year,UPI,DSL,6,36.78,39,1,0,1
CUST_868,47,28,36.06,112.52,Two year,Bank Transfer,DSL,6,66.3,43,0,0,1
CUST_869,47,11,37.3,4234.01,Month-to-month,Bank Transfer,No,0,33.68,8,0,0,0
CUST_870,34,65,46.68,2818.2,One year,Bank Transfer,Fiber Optic,5,66.02,34,1,0,0
CUST_871,65,19,31.95,7977.34,Month-to-month,UPI,DSL,2,25.23,37,0,0,1
CUST_872,64,9,43.03,6202.05,Two year,Credit Card,DSL,7,72.4,41,0,0,1
CUST_873,40,27,30.64,6114.08,One year,Credit Card,Fiber Optic,2,36.6,33,0,0,0
CUST_874,32,34,102.18,7646.42,Month-to-month,UPI,DSL,5,79.26,10,1,0,1
CUST_875,54,44,33.9,7113.02,One year,Bank Transfer,DSL,3,14.53,40,1,1,0
CUST_876,38,68,94.73,2613.68,One year,UPI,Fiber Optic,0,36.84,18,0,1,0
CUST_877,31,15,24.79,1411.3,One year,UPI,DSL,3,46.93,25,0,0,0
CUST_878,19,51,114.85,5992.55,Month-to-month,Bank Transfer,Fiber Optic,2,42.96,42,1,0,1
CUST_879,28,13,91.12,3088.36,Month-to-month,UPI,Fiber Optic,6,43.88,41,0,0,1
CUST_880,68,49,20.68,3838.06,One year,Cash,DSL,2,45.04,36,1,0,0
CUST_881,56,70,96.39,5080.14,Month-to-month,Credit Card,DSL,4,98.89,2,0,1,1
CUST_882,55,56,71.41,7272.19,Month-to-month,Cash,Fiber Optic,2,20.12,19,1,0,0
CUST_883,51,51,97.94,3410.79,One year,Cash,Fiber Optic,1,77.1,10,0,0,0
CUST_884,55,37,72.25,6288.2,Month-to-month,Cash,DSL,4,55.63,3,1,1,0
CUST_885,67,17,84.1,2219.88,One year,UPI,DSL,3,41.95,19,0,0,1
CUST_886,51,58,98.63,5613.98,One year,Bank Transfer,No,2,63.72,26,0,1,0
CUST_887,35,29,60.51,112.48,One year,UPI,DSL,5,85.5,25,1,1,0
CUST_888,47,33,20.27,6984.91,Month-to-month,Credit Card,No,1,47.2,17,1,0,0
CUST_889,32,60,104.99,340.0,Month-to-month,UPI,DSL,4,86.62,10,0,1,1
CUST_890,44,55,58.09,5730.75,Month-to-month,UPI,DSL,1,10.29,11,0,0,1
CUST_891,68,10,69.6,465.44,Two year,UPI,Fiber Optic,4,65.66,11,1,1,0
CUST_892,51,47,20.78,2203.34,Month-to-month,UPI,DSL,4,33.98,12,1,0,1
CUST_893,69,23,69.21,4027.9,Two year,Cash,DSL,4,39.28,40,1,1,1
CUST_894,55,21,118.65,3417.52,One year,Bank Transfer,DSL,7,57.53,8,0,1,0
CUST_895,50,13,47.83,1615.51,Two year,Credit Card,No,7,48.51,24,0,0,1
CUST_896,41,33,59.54,2737.14,Month-to-month,Credit Card,Fiber Optic,5,38.8,14,1,0,0
CUST_897,32,24,88.72,5848.88,Month-to-month,Credit Card,Fiber Optic,3,31.52,23,0,1,1
CUST_898,47,11,101.48,5387.13,Two year,UPI,Fiber Optic,4,62.21,36,1,1,1
CUST_899,59,17,61.74,667.34,Month-to-month,Credit Card,Fiber Optic,4,51.05,17,1,1,0
CUST_900,68,68,50.97,6003.8,Month-to-month,Cash,Fiber Optic,7,33.01,5,1,1,1
CUST_901,34,47,113.78,519.06,Month-to-month,Bank Transfer,DSL,1,21.29,3,0,0,0
CUST_902,22,25,87.71,4389.12,Two year,UPI,DSL,4,77.67,9,0,1,1
CUST_903,46,21,31.9,2154.5,One year,UPI,DSL,3,80.17,20,1,0,0
CUST_904,21,12,26.89,4742.75,One year,Cash,DSL,6,22.17,20,0,1,0
CUST_905,27,37,68.35,2164.49,One year,Credit Card,DSL,5,26.9,19,1,1,0
CUST_906,34,42,42.01,7881.17,Month-to-month,UPI,DSL,5,24.68,21,0,0,1
CUST_907,27,17,45.4,2546.85,One year,UPI,No,1,88.57,16,0,0,0
CUST_908,34,48,107.77,2011.49,Month-to-month,Cash,No,6,77.64,33,0,0,1
CUST_909,37,28,28.96,2299.88,Two year,Cash,DSL,4,8.38,5,1,0,0
CUST_910,41,41,91.54,7182.14,Month-to-month,Credit Card,DSL,1,83.43,24,0,0,1
CUST_911,22,47,47.11,5126.13,Month-to-month,Bank Transfer,DSL,7,4.65,15,0,0,1
CUST_912,51,18,96.03,5872.4,Month-to-month,Bank Transfer,DSL,5,26.07,26,1,0,1
CUST_913,23,71,92.24,7352.28,Month-to-month,Credit Card,DSL,3,91.98,44,0,0,1
CUST_914,19,13,20.74,7303.79,One year,Bank Transfer,No,1,86.57,25,1,0,0
CUST_915,30,13,70.91,5937.67,Month-to-month,Cash,DSL,3,78.36,28,1,0,0
CUST_916,60,31,33.93,1662.81,Month-to-month,Cash,DSL,7,46.3,33,1,0,0
CUST_917,60,2,106.62,6762.65,Month-to-month,Cash,DSL,7,32.82,18,1,1,1
CUST_918,65,16,107.16,1709.83,One year,Bank Transfer,No,6,88.27,18,1,0,0
CUST_919,28,9,61.83,5968.9,Month-to-month,Bank Transfer,No,6,66.05,38,0,0,1
CUST_920,68,38,64.44,5516.26,One year,UPI,Fiber Optic,2,30.26,33,0,1,0
CUST_921,64,54,50.33,6095.22,Month-to-month,UPI,Fiber Optic,4,46.86,27,0,0,1
CUST_922,40,56,91.66,4308.22,Month-to-month,UPI,DSL,3,88.27,15,1,1,1
CUST_923,33,45,55.87,5145.94,Month-to-month,Bank Transfer,DSL,4,90.44,44,0,1,1
CUST_924,48,34,46.78,7631.23,Two year,UPI,Fiber Optic,6,66.27,13,1,0,0
CUST_925,28,9,63.22,898.6,One year,Cash,Fiber Optic,3,73.52,34,0,0,0
CUST_926,33,8,29.15,2539.89,Month-to-month,Bank Transfer,DSL,0,4.89,4,1,0,1
CUST_927,25,7,94.66,4929.72,One year,Credit Card,DSL,6,60.86,35,0,0,1
CUST_928,21,36,21.26,7716.03,Two year,Bank Transfer,Fiber Optic,0,69.21,19,1,0,0
CUST_929,57,18,84.45,855.04,Month-to-month,UPI,DSL,0,3.02,31,1,0,0
CUST_930,21,3,38.29,278.14,Two year,Bank Transfer,Fiber Optic,6,84.54,25,1,0,0
CUST_931,42,28,43.24,540.42,Month-to-month,UPI,Fiber Optic,3,92.9,40,0,1,1
CUST_932,20,70,83.56,514.0,Two year,UPI,DSL,5,24.56,12,1,0,0
CUST_933,49,44,119.29,7271.75,Month-to-month,Credit Card,Fiber Optic,5,84.73,12,1,1,1
CUST_934,20,21,97.77,5797.94,Month-to-month,Credit Card,No,4,66.89,42,1,1,1
CUST_935,44,28,42.58,5449.14,Month-to-month,Cash,DSL,0,58.49,25,1,0,0
CUST_936,46,54,37.6,4228.33,Two year,UPI,DSL,4,84.47,33,0,0,0
CUST_937,49,54,106.62,6277.43,One year,Bank Transfer,DSL,3,29.28,37,1,0,0
CUST_938,67,65,64.42,1329.62,One year,Credit Card,Fiber Optic,4,79.29,28,0,1,0
CUST_939,68,21,33.71,3196.34,Month-to-month,Credit Card,Fiber Optic,4,32.14,43,1,0,1
CUST_940,36,13,106.22,3971.03,Month-to-month,UPI,Fiber Optic,0,78.96,9,0,1,1
CUST_941,38,57,101.61,972.24,Month-to-month,Bank Transfer,DSL,6,45.65,14,0,1,1
CUST_942,22,49,118.39,3414.16,Month-to-month,Credit Card,No,5,12.58,3,1,1,0
CUST_943,35,54,110.97,2600.36,Month-to-month,Credit Card,Fiber Optic,1,38.77,5,0,0,0
CUST_944,45,10,105.18,381.1,Two year,Bank Transfer,Fiber Optic,2,24.12,26,1,0,1
CUST_945,59,53,25.26,1180.21,One year,Credit Card,DSL,3,10.95,41,0,0,0
CUST_946,39,44,30.44,6135.89,Month-to-month,Bank Transfer,DSL,3,11.92,18,1,0,1
CUST_947,38,47,76.9,242.5,One year,UPI,Fiber Optic,3,78.23,38,1,0,0
CUST_948,23,53,73.15,7480.6,Two year,Credit Card,Fiber Optic,2,88.26,21,0,1,0
CUST_949,18,46,65.8,782.75,One year,UPI,Fiber Optic,1,92.79,39,0,1,0
CUST_950,22,13,59.68,6413.98,One year,Bank Transfer,DSL,5,85.54,16,0,0,0
CUST_951,58,37,63.12,7199.07,Two year,UPI,Fiber Optic,4,83.19,40,1,0,0
CUST_952,29,24,76.93,7534.97,One year,UPI,Fiber Optic,5,7.81,23,1,0,0
CUST_953,43,2,20.21,6953.07,Month-to-month,UPI,No,7,79.22,29,0,1,1
CUST_954,63,14,46.07,2371.65,Month-to-month,Cash,DSL,3,78.54,10,0,0,1
CUST_955,51,10,71.83,2731.39,Two year,Bank Transfer,Fiber Optic,4,14.0,5,0,0,1
CUST_956,66,35,92.22,3469.71,Month-to-month,Bank Transfer,Fiber Optic,0,66.54,11,1,0,1
CUST_957,31,25,37.42,1200.44,Month-to-month,Bank Transfer,No,5,45.8,29,1,1,1
CUST_958,43,3,74.69,275.95,Month-to-month,Bank Transfer,Fiber Optic,0,90.1,27,1,0,0
CUST_959,62,17,91.45,6966.06,One year,Bank Transfer,No,0,69.85,34,0,0,1
CUST_960,44,12,64.46,4477.62,Two year,Credit Card,No,6,95.15,14,1,0,0
CUST_961,26,54,22.71,4908.91,Month-to-month,Credit Card,DSL,5,11.39,41,1,0,1
CUST_962,43,24,64.93,7423.21,Month-to-month,Credit Card,Fiber Optic,3,5.02,42,1,0,0
CUST_963,64,29,49.64,5354.45,Two year,UPI,Fiber Optic,2,97.38,10,1,1,0
CUST_964,39,43,112.96,5557.74,Month-to-month,UPI,DSL,3,8.94,42,0,1,1
CUST_965,64,25,32.46,6317.05,Month-to-month,Bank Transfer,DSL,0,39.23,11,1,0,0
CUST_966,47,60,85.25,1019.15,Two year,Cash,DSL,0,65.35,11,1,1,0
CUST_967,60,65,25.27,2945.28,Month-to-month,Bank Transfer,Fiber Optic,3,88.13,35,1,0,0
CUST_968,65,28,64.62,7748.84,Month-to-month,Credit Card,DSL,2,26.2,19,1,1,0
CUST_969,34,16,75.4,7391.15,One year,Bank Transfer,No,2,3.88,24,0,1,1
CUST_970,43,47,49.8,7084.19,Month-to-month,UPI,Fiber Optic,6,52.61,1,0,0,0
CUST_971,53,58,65.51,3671.5,Two year,Bank Transfer,Fiber Optic,4,47.64,12,1,0,0
CUST_972,18,27,36.36,6871.82,Month-to-month,Credit Card,DSL,1,31.38,14,0,0,0
CUST_973,25,53,50.41,482.33,Month-to-month,Bank Transfer,Fiber Optic,0,87.52,3,1,1,0
CUST_974,66,42,82.11,1273.29,Month-to-month,UPI,Fiber Optic,7,75.18,32,1,1,1
CUST_975,52,59,50.18,3370.34,Month-to-month,Cash,DSL,2,85.95,16,0,0,1
CUST_976,69,47,109.97,3918.8,Two year,Credit Card,Fiber Optic,5,17.02,38,1,1,1
CUST_977,32,34,82.84,2181.71,One year,Bank Transfer,Fiber Optic,6,69.55,10,1,1,1
CUST_978,64,37,63.86,2916.17,Two year,UPI,DSL,0,97.54,17,0,0,0
CUST_979,39,6,23.88,1385.93,Month-to-month,Credit Card,Fiber Optic,1,61.58,40,0,0,1
CUST_980,31,7,69.95,3964.16,One year,Credit Card,DSL,5,17.97,4,1,0,1
CUST_981,43,25,96.48,6371.36,Month-to-month,UPI,Fiber Optic,0,99.58,15,1,1,1
CUST_982,45,33,46.56,5324.75,Two year,Bank Transfer,Fiber Optic,6,53.3,33,1,0,0
CUST_983,40,55,100.68,951.56,One year,Bank Transfer,DSL,6,84.17,39,1,1,0
CUST_984,31,58,45.18,3951.89,Month-to-month,Bank Transfer,Fiber Optic,2,15.79,10,0,1,0
CUST_985,41,7,102.37,5611.41,Month-to-month,Credit Card,Fiber Optic,4,66.94,7,1,0,1
CUST_986,19,57,28.53,4286.17,Month-to-month,Cash,Fiber Optic,3,91.35,33,0,0,1
CUST_987,62,12,106.62,3194.24,One year,Credit Card,DSL,7,53.67,17,0,1,0
CUST_988,43,16,69.92,5013.12,Two year,Bank Transfer,DSL,6,29.58,12,0,1,0
CUST_989,31,43,49.65,7752.25,Month-to-month,Credit Card,DSL,5,13.61,17,0,1,1
CUST_990,68,7,46.51,849.77,Month-to-month,Cash,No,3,30.3,16,1,0,0
CUST_991,24,51,63.2,3181.13,Month-to-month,Credit Card,DSL,2,36.13,14,0,1,1
CUST_992,20,32,119.9,3312.19,One year,UPI,Fiber Optic,7,71.29,3,0,0,0
CUST_993,64,8,42.03,4658.04,Month-to-month,Bank Transfer,No,2,18.68,44,0,0,1
CUST_994,40,45,30.32,1302.18,Month-to-month,Bank Transfer,Fiber Optic,7,11.5,30,1,0,1
CUST_995,63,59,78.5,1495.48,Month-to-month,Bank Transfer,Fiber Optic,7,39.31,41,1,1,0
CUST_996,60,4,68.85,2354.35,One year,Credit Card,No,5,46.41,35,1,0,0
CUST_997,64,67,72.42,7651.37,Month-to-month,Credit Card,Fiber Optic,1,63.21,26,1,1,0
CUST_998,62,29,86.69,5899.46,One year,Credit Card,DSL,7,71.05,12,1,1,0
CUST_999,35,29,46.71,5327.38,Month-to-month,Bank Transfer,DSL,6,89.04,31,0,0,1
CUST_1000,55,28,111.07,6553.97,Month-to-month,Credit Card,DSL,5,29.61,17,1,0,1
